filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot_13.jpg,1919,877,tree,971,3,1035,762
Screenshot_13.jpg,1919,877,tree,765,11,862,744
Screenshot_13.jpg,1919,877,tree,274,1,464,625
Screenshot_13.jpg,1919,877,tree,173,10,298,495
Screenshot_13.jpg,1919,877,tree,1,175,166,655
Screenshot_13.jpg,1919,877,tree,1604,520,1659,758
Screenshot_13.jpg,1919,877,tree,1646,520,1704,767
Screenshot_13.jpg,1919,877,tree,1686,533,1755,759
Screenshot_13.jpg,1919,877,tree,1735,502,1796,742
Screenshot_13.jpg,1919,877,tree,1792,525,1838,759
Screenshot_13.jpg,1919,877,tree,1842,427,1919,751
