filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot_5.jpg,1919,509,tree,574,1,678,247
Screenshot_5.jpg,1919,509,tree,670,1,753,210
Screenshot_5.jpg,1919,509,tree,806,1,876,222
Screenshot_5.jpg,1919,509,tree,921,1,987,258
Screenshot_5.jpg,1919,509,tree,1028,221,1174,315
Screenshot_5.jpg,1919,509,tree,1325,183,1362,293
Screenshot_5.jpg,1919,509,tree,1392,140,1422,300
Screenshot_5.jpg,1919,509,tree,1574,134,1780,401
Screenshot_5.jpg,1919,509,tree,1069,1,1111,268
Screenshot_5.jpg,1919,509,tree,1160,1,1240,283
Screenshot_5.jpg,1919,509,tree,1242,1,1352,289
Screenshot_5.jpg,1919,509,tree,1435,7,1587,333
Screenshot_5.jpg,1919,509,tree,228,1,357,110
Screenshot_5.jpg,1919,509,tree,129,1,217,103
Screenshot_5.jpg,1919,509,tree,490,1,601,189
