filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot_4.jpg,1903,876,tree,1442,5,1559,573
Screenshot_4.jpg,1903,876,tree,1477,7,1527,548
Screenshot_4.jpg,1903,876,tree,1666,11,1729,502
Screenshot_4.jpg,1903,876,tree,1683,25,1708,490
Screenshot_4.jpg,1903,876,tree,1769,3,1890,475
Screenshot_4.jpg,1903,876,tree,1814,1,1870,448
Screenshot_4.jpg,1903,876,tree,95,23,244,775
Screenshot_4.jpg,1903,876,tree,382,128,453,867
Screenshot_4.jpg,1903,876,tree,478,284,537,682
Screenshot_4.jpg,1903,876,tree,864,7,920,584
Screenshot_4.jpg,1903,876,tree,921,33,993,654
Screenshot_4.jpg,1903,876,tree,1069,160,1099,638
Screenshot_4.jpg,1903,876,tree,1119,392,1137,610
Screenshot_4.jpg,1903,876,tree,1304,11,1392,579
Screenshot_4.jpg,1903,876,tree,1392,5,1437,554
Screenshot_4.jpg,1903,876,tree,247,34,315,726
Screenshot_4.jpg,1903,876,tree,1,114,106,738
