filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot_7.jpg,1919,481,tree,226,3,310,435
Screenshot_7.jpg,1919,481,tree,174,3,265,399
Screenshot_7.jpg,1919,481,tree,473,22,539,344
Screenshot_7.jpg,1919,481,tree,350,56,414,328
Screenshot_7.jpg,1919,481,tree,409,51,490,369
Screenshot_7.jpg,1919,481,tree,581,12,666,368
Screenshot_7.jpg,1919,481,tree,723,21,798,390
Screenshot_7.jpg,1919,481,tree,795,1,878,344
Screenshot_7.jpg,1919,481,tree,1011,18,1055,357
Screenshot_7.jpg,1919,481,tree,947,1,992,328
Screenshot_7.jpg,1919,481,tree,1121,1,1162,390
Screenshot_7.jpg,1919,481,tree,1186,1,1229,367
Screenshot_7.jpg,1919,481,tree,1350,1,1404,323
Screenshot_7.jpg,1919,481,tree,1425,1,1496,290
Screenshot_7.jpg,1919,481,tree,1769,1,1867,237
