filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot_6.jpg,1919,850,tree,728,1,1008,846
Screenshot_6.jpg,1919,850,cross,837,571,944,712
Screenshot_6.jpg,1919,850,tree,1219,2,1288,588
Screenshot_6.jpg,1919,850,tree,1608,504,1919,701
Screenshot_6.jpg,1919,850,tree,1673,5,1747,560
Screenshot_6.jpg,1919,850,tree,1839,15,1895,557
Screenshot_6.jpg,1919,850,tree,323,3,401,571
Screenshot_6.jpg,1919,850,tree,233,26,326,596
Screenshot_6.jpg,1919,850,tree,1,372,142,597
Screenshot_6.jpg,1919,850,tree,615,6,696,597
Screenshot_6.jpg,1919,850,tree,432,211,625,565
Screenshot_6.jpg,1919,850,tree,530,292,582,548
Screenshot_6.jpg,1919,850,tree,447,296,507,552
Screenshot_6.jpg,1919,850,tree,1367,17,1457,518
Screenshot_6.jpg,1919,850,tree,1395,22,1432,505
