filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot_14.jpg,1688,683,tree,219,306,488,683
Screenshot_14.jpg,1688,683,tree,1371,148,1458,360
Screenshot_14.jpg,1688,683,tree,1463,205,1539,365
Screenshot_14.jpg,1688,683,tree,1563,58,1642,453
Screenshot_14.jpg,1688,683,tree,1612,155,1666,432
Screenshot_14.jpg,1688,683,tree,1648,172,1688,393
Screenshot_14.jpg,1688,683,tree,495,406,533,550
Screenshot_14.jpg,1688,683,tree,533,443,560,550
Screenshot_14.jpg,1688,683,tree,609,407,649,527
Screenshot_14.jpg,1688,683,tree,1180,529,1240,642
