filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot_9.jpg,1919,855,tree,1069,7,1233,795
Screenshot_9.jpg,1919,855,tree,1300,79,1509,785
Screenshot_9.jpg,1919,855,tree,1548,1,1857,819
Screenshot_9.jpg,1919,855,tree,1701,259,1842,666
Screenshot_9.jpg,1919,855,tree,1646,226,1847,810
Screenshot_9.jpg,1919,855,tree,1442,321,1537,644
Screenshot_9.jpg,1919,855,tree,801,370,874,669
Screenshot_9.jpg,1919,855,tree,758,426,800,680
Screenshot_9.jpg,1919,855,tree,690,497,723,656
Screenshot_9.jpg,1919,855,tree,475,470,511,622
Screenshot_9.jpg,1919,855,tree,346,57,544,678
Screenshot_9.jpg,1919,855,tree,1,14,422,809
Screenshot_9.jpg,1919,855,tree,75,20,143,476
